sp|P0DPA6|PSID_PSICU	XP_047744498.1	100.000	439	0.0	917	XP_047744498.1 L-tryptophan decarboxylase [Psilocybe cubensis]
sp|P0DPA6|PSID_PSICU	XP_047745569.1	38.520	392	2.23e-89	276	XP_047745569.1 L-tryptophan decarboxylase [Psilocybe cubensis]
sp|P0DPA6|PSID_PSICU	XP_047755068.1	38.443	424	3.80e-89	276	XP_047755068.1 L-tryptophan decarboxylase [Psilocybe cubensis]
sp|P0DPA6|PSID_PSICU	XP_047755067.1	37.825	423	6.23e-87	270	XP_047755067.1 L-tryptophan decarboxylase [Psilocybe cubensis]
sp|P0DPA6|PSID_PSICU	XP_047745552.1	36.145	415	1.18e-72	234	XP_047745552.1 L-tryptophan decarboxylase [Psilocybe cubensis]
sp|P0DPA6|PSID_PSICU	XP_047745555.1	31.287	342	1.47e-36	136	XP_047745555.1 L-tryptophan decarboxylase [Psilocybe cubensis]
sp|P0DPA6|PSID_PSICU	XP_047742860.1	33.333	168	7.40e-20	85.9	XP_047742860.1 L-tryptophan decarboxylase [Psilocybe cubensis]
sp|P0DPA6|PSID_PSICU	XP_047747106.1	27.397	219	1.66e-13	70.9	XP_047747106.1 Phosphatidylserine decarboxylase proenzyme 2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744495.1	100.000	438	0.0	908	XP_047744495.1 Tryptamine 4-monooxygenase [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047750763.1	40.000	510	1.61e-140	414	XP_047750763.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047754880.1	40.625	512	5.83e-136	402	XP_047754880.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745665.1	37.030	505	5.97e-136	401	XP_047745665.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047754878.1	39.706	476	2.10e-130	388	XP_047754878.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047754879.1	40.845	497	5.93e-130	386	XP_047754879.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744451.1	39.530	511	1.52e-129	385	XP_047744451.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047745313.1	38.323	501	3.13e-129	385	XP_047745313.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047744512.1	39.484	504	9.89e-129	384	XP_047744512.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743758.1	38.723	501	1.58e-127	380	XP_047743758.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047751336.1	38.627	510	3.37e-121	364	XP_047751336.1 Cytochrome P450 monooxygenase COX2 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047742932.1	37.447	470	4.82e-121	363	XP_047742932.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743833.1	36.961	487	1.02e-116	352	XP_047743833.1 Cytochrome P450 monooxygenase 98 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047750102.1	37.917	480	5.28e-113	342	XP_047750102.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
sp|P0DPA7|PSIH_PSICU	XP_047743669.1	35.918	490	2.75e-112	341	XP_047743669.1 Cytochrome P450 monooxygenase 208 [Psilocybe cubensis]
